LineNo,TimeUS,C,V00,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11
3.0333e+05,1.7167e+09,0,4.2838e-06,5.2011e-06,9.4804e-06,0.00017315,0.010012,0.0099948,0.0072126,0.040084,0.039911,0.14001,3.7253e-11,3.8849e-11
3.0532e+05,1.7172e+09,0,3.4878e-06,5.0321e-06,8.5887e-06,0.00017545,0.0092272,0.0092,0.007223,0.037418,0.037311,0.14532,3.7095e-11,3.8814e-11
3.0734e+05,1.7177e+09,0,2.9666e-06,5.4505e-06,9.3289e-06,0.0001761,0.0099146,0.0098384,0.0074759,0.039838,0.039733,0.15588,3.7251e-11,3.9071e-11
3.0928e+05,1.7182e+09,0,4.0584e-06,5.585e-06,9.4695e-06,0.00017512,0.0092828,0.009343,0.0072556,0.037548,0.037478,0.1523,3.7003e-11,3.8956e-11
3.113e+05,1.7187e+09,0,4.7949e-06,5.3069e-06,1.0048e-05,0.00017482,0.0098233,0.010015,0.0071249,0.039737,0.039691,0.14196,3.7132e-11,3.9105e-11
3.1319e+05,1.7192e+09,0,4.8172e-06,5.09e-06,1.0187e-05,0.00017525,0.0092152,0.0093577,0.0069842,0.03756,0.037543,0.13745,3.6949e-11,3.8909e-11
3.1515e+05,1.7197e+09,0,3.8279e-06,5.082e-06,8.721e-06,0.00017882,0.0098769,0.0099238,0.0069977,0.039865,0.03989,0.13056,3.7292e-11,3.919e-11
3.1716e+05,1.7202e+09,0,3.0247e-06,5.0332e-06,8.8335e-06,0.00018068,0.0091426,0.0091729,0.0069244,0.037359,0.037383,0.12782,3.7197e-11,3.9125e-11
3.1917e+05,1.7207e+09,0,3.4695e-06,5.1962e-06,9.8083e-06,0.00018055,0.009704,0.0097459,0.0069443,0.039648,0.039676,0.12325,3.7316e-11,3.9239e-11
3.2119e+05,1.7212e+09,0,4.2953e-06,5.2531e-06,1.0487e-05,0.00018038,0.010423,0.010369,0.0070581,0.042197,0.042247,0.1234,3.7458e-11,3.9312e-11
3.2319e+05,1.7217e+09,0,5.3031e-06,5.0727e-06,9.7571e-06,0.00018064,0.0097278,0.00957,0.0069056,0.039446,0.03949,0.11903,3.7207e-11,3.8864e-11
3.252e+05,1.7222e+09,0,4.5148e-06,4.8389e-06,1.1993e-05,0.00017842,0.0093993,0.0089767,0.0067712,0.037197,0.037234,0.11556,3.6975e-11,3.8345e-11
3.2722e+05,1.7227e+09,0,5.1679e-06,4.9876e-06,1.0236e-05,0.00017772,0.010478,0.0095861,0.0068899,0.039368,0.039392,0.11667,3.7084e-11,3.8174e-11
3.2923e+05,1.7231e+09,0,3.8387e-06,5.1458e-06,8.6833e-06,0.00017831,0.010884,0.010252,0.0069599,0.0417,0.041664,0.11463,3.7351e-11,3.8178e-11
3.3123e+05,1.7236e+09,0,3.7647e-06,5.2412e-06,9.4312e-06,0.00017596,0.0098162,0.009613,0.0068521,0.039341,0.039308,0.11228,3.72e-11,3.7792e-11
3.3329e+05,1.7241e+09,0,3.6242e-06,5.8235e-06,9.3151e-06,0.00017614,0.010497,0.010169,0.0069922,0.041697,0.04163,0.11419,3.7413e-11,3.7876e-11
3.3522e+05,1.7246e+09,0,3.4551e-06,5.7754e-06,8.8034e-06,0.00017619,0.0096836,0.00955,0.0070777,0.039272,0.03922,0.11938,3.7428e-11,3.7761e-11
3.3728e+05,1.7251e+09,0,3.8214e-06,5.5664e-06,8.8509e-06,0.0001767,0.010239,0.010216,0.0073859,0.041908,0.041846,0.13088,3.7614e-11,3.789e-11
3.3929e+05,1.7256e+09,0,3.5093e-06,5.3237e-06,8.902e-06,0.00017749,0.0094248,0.0094672,0.0074471,0.039199,0.039163,0.14174,3.7345e-11,3.7603e-11
3.413e+05,1.7261e+09,0,3.134e-06,5.3866e-06,9.0475e-06,0.00017874,0.010064,0.010085,0.007651,0.041606,0.041583,0.15312,3.7401e-11,3.7636e-11
3.4332e+05,1.7266e+09,0,3.3729e-06,5.6701e-06,8.6954e-06,0.00017923,0.0093698,0.0094504,0.007606,0.038957,0.038949,0.16181,3.7127e-11,3.7359e-11
3.4533e+05,1.7271e+09,0,3.1431e-06,5.236e-06,8.8273e-06,0.00018073,0.0098916,0.0099635,0.0077799,0.040889,0.040902,0.17328,3.7209e-11,3.7433e-11
3.4732e+05,1.7276e+09,0,3.0301e-06,5.1488e-06,8.5271e-06,0.00018222,0.0093712,0.0094052,0.0077372,0.038917,0.038938,0.18177,3.7045e-11,3.7276e-11
3.4931e+05,1.7281e+09,0,2.7268e-06,5.2926e-06,9.2217e-06,0.00018338,0.0099624,0.0099939,0.0079108,0.041042,0.04108,0.19263,3.7249e-11,3.7478e-11
3.5127e+05,1.7286e+09,0,2.5755e-06,5.516e-06,8.6418e-06,0.00018495,0.0093238,0.0093461,0.0074829,0.038633,0.038664,0.17954,3.7061e-11,3.7267e-11
3.5329e+05,1.7291e+09,0,2.6444e-06,5.5692e-06,8.5129e-06,0.0001866,0.0099874,0.01003,0.0073547,0.041125,0.041165,0.16826,3.7235e-11,3.7414e-11
3.5524e+05,1.7296e+09,0,2.6873e-06,5.3059e-06,8.4133e-06,0.0001883,0.0092195,0.0092448,0.0069937,0.038354,0.038389,0.1519,3.6911e-11,3.7101e-11
3.5724e+05,1.7301e+09,0,3.3851e-06,5.767e-06,8.5031e-06,0.00018855,0.0098139,0.0098343,0.0072116,0.040687,0.040739,0.15705,3.7052e-11,3.724e-11
3.5926e+05,1.7306e+09,0,4.4779e-06,5.3686e-06,8.4548e-06,0.00018876,0.0091879,0.0091758,0.0073006,0.038179,0.038223,0.16611,3.6868e-11,3.7096e-11
3.6121e+05,1.7311e+09,0,3.3595e-06,5.1907e-06,9.6497e-06,0.00018993,0.0097921,0.0098197,0.0075421,0.040583,0.040639,0.17546,3.7046e-11,3.7285e-11
3.6321e+05,1.7316e+09,0,2.5203e-06,5.2471e-06,8.7675e-06,0.00019247,0.0091488,0.0091507,0.0075242,0.038081,0.038125,0.18218,3.6823e-11,3.703e-11
3.6519e+05,1.7321e+09,0,2.686e-06,5.5077e-06,8.6839e-06,0.00019388,0.0097287,0.0097398,0.0077257,0.040156,0.040205,0.1922,3.697e-11,3.7136e-11
3.6712e+05,1.7326e+09,0,3.5292e-06,5.3756e-06,8.4844e-06,0.00019432,0.0089645,0.0089954,0.0076305,0.037553,0.037593,0.19733,3.6688e-11,3.6822e-11
3.6917e+05,1.7331e+09,0,2.8121e-06,5.2111e-06,9.0122e-06,0.00019655,0.009549,0.009577,0.0078371,0.039933,0.039979,0.2075,3.692e-11,3.7036e-11
3.7117e+05,1.7336e+09,0,2.4432e-06,5.3643e-06,8.8183e-06,0.00019803,0.008552,0.0085641,0.007589,0.037226,0.037262,0.20295,3.6754e-11,3.6834e-11
3.7318e+05,1.7341e+09,0,2.6491e-06,5.361e-06,9.0024e-06,0.00019927,0.0091407,0.0091598,0.0074261,0.039459,0.0395,0.18479,3.7061e-11,3.711e-11
3.7521e+05,1.7346e+09,0,2.8894e-06,5.5344e-06,9.2029e-06,0.00020063,0.010018,0.010049,0.0073111,0.042168,0.042216,0.1652,3.7451e-11,3.7482e-11
3.7722e+05,1.7351e+09,0,3.5657e-06,5.354e-06,9.2107e-06,0.00020105,0.0095372,0.0095643,0.0070831,0.039584,0.039624,0.1495,3.7407e-11,3.7419e-11
3.7924e+05,1.7356e+09,0,3.6941e-06,5.4628e-06,9.3116e-06,0.00020195,0.010236,0.010262,0.0070721,0.041979,0.042026,0.13885,3.7535e-11,3.7517e-11
3.8126e+05,1.7361e+09,0,3.4025e-06,5.3736e-06,9.0711e-06,0.00020375,0.0094663,0.009491,0.0069739,0.039145,0.039182,0.13391,3.7249e-11,3.7214e-11
3.8316e+05,1.7365e+09,0,3.3454e-06,5.4272e-06,8.8434e-06,0.00020538,0.010156,0.010147,0.0070206,0.041435,0.04148,0.12721,3.7448e-11,3.7396e-11
3.8518e+05,1.737e+09,0,4.0996e-06,5.335e-06,9.3559e-06,0.000205,0.0097209,0.0096794,0.0069828,0.03904,0.039077,0.12514,3.7257e-11,3.7248e-11
3.8719e+05,1.7375e+09,0,3.5088e-06,5.542e-06,9.2651e-06,0.00020646,0.01041,0.01043,0.0070641,0.041859,0.041904,0.12153,3.7396e-11,3.7399e-11
3.8913e+05,1.738e+09,0,2.9835e-06,5.5843e-06,8.8835e-06,0.00020767,0.0095584,0.0096426,0.0070701,0.038884,0.038921,0.12448,3.7142e-11,3.7183e-11
3.9119e+05,1.7385e+09,0,3.7886e-06,5.4636e-06,8.9758e-06,0.00020808,0.01036,0.010509,0.0073982,0.041517,0.041573,0.13635,3.7274e-11,3.7344e-11
3.9315e+05,1.739e+09,0,3.8896e-06,5.1993e-06,8.6422e-06,0.00020843,0.0095862,0.0096799,0.0074425,0.038961,0.03901,0.14537,3.7019e-11,3.713e-11
3.9517e+05,1.7395e+09,0,4.0017e-06,5.4141e-06,8.6164e-06,0.00020893,0.010133,0.010231,0.0076619,0.041426,0.041494,0.15595,3.7191e-11,3.7308e-11
3.9722e+05,1.74e+09,0,4.0402e-06,5.0678e-06,8.5539e-06,0.00020995,0.0094433,0.0095165,0.007682,0.03922,0.039277,0.16645,3.7017e-11,3.7167e-11
3.9923e+05,1.7405e+09,0,3.8254e-06,5.2342e-06,8.563e-06,0.00021096,0.010003,0.010059,0.0078357,0.041611,0.041683,0.17635,3.714e-11,3.7287e-11
4.0124e+05,1.741e+09,0,4.145e-06,5.08e-06,8.3665e-06,0.00021138,0.009366,0.0094194,0.0077823,0.039043,0.0391,0.18529,3.6975e-11,3.714e-11
4.0329e+05,1.7415e+09,0,3.6572e-06,5.1019e-06,8.9066e-06,0.00021254,0.010021,0.010091,0.0079075,0.041398,0.041467,0.19389,3.7142e-11,3.7324e-11
4.0526e+05,1.742e+09,0,3.3296e-06,4.9767e-06,9.4378e-06,0.00021231,0.0093591,0.0093355,0.0077943,0.038827,0.038883,0.1991,3.703e-11,3.7202e-11
4.0729e+05,1.7425e+09,0,4.0986e-06,5.0839e-06,8.4213e-06,0.00021338,0.010035,0.010006,0.0079874,0.041506,0.041572,0.20975,3.7371e-11,3.7507e-11
4.0932e+05,1.743e+09,0,4.3572e-06,5.0386e-06,8.4354e-06,0.00021332,0.0093115,0.0093178,0.007859,0.039291,0.039342,0.21429,3.7232e-11,3.7339e-11
4.113e+05,1.7435e+09,0,3.8656e-06,5.2183e-06,8.3101e-06,0.00021465,0.0098796,0.0099145,0.0079475,0.041719,0.041776,0.22037,3.7405e-11,3.7491e-11
4.1331e+05,1.744e+09,0,3.4937e-06,5.5273e-06,8.2069e-06,0.00021584,0.0091989,0.0092544,0.0078348,0.03928,0.039324,0.22607,3.7194e-11,3.7297e-11
4.1531e+05,1.7445e+09,0,4.1491e-06,5.1238e-06,8.544e-06,0.00021592,0.0098659,0.0099396,0.0079313,0.041778,0.041843,0.23099,3.7382e-11,3.7501e-11
4.1733e+05,1.745e+09,0,3.9339e-06,5.0733e-06,8.4367e-06,0.00021618,0.0091672,0.0092219,0.007814,0.039331,0.039386,0.23562,3.7118e-11,3.7274e-11
4.1934e+05,1.7455e+09,0,3.5677e-06,5.0978e-06,8.5753e-06,0.0002176,0.0097783,0.0098242,0.0078944,0.041685,0.041752,0.23924,3.7225e-11,3.7394e-11
4.2132e+05,1.746e+09,0,3.7533e-06,4.9766e-06,8.5668e-06,0.00021788,0.009048,0.0090783,0.0077208,0.039152,0.039204,0.23916,3.6919e-11,3.7102e-11
4.233e+05,1.7465e+09,0,3.6531e-06,5.0751e-06,8.6502e-06,0.0002192,0.009697,0.0097312,0.0078769,0.041764,0.041822,0.24586,3.7102e-11,3.7283e-11
4.2531e+05,1.747e+09,0,3.275e-06,4.9742e-06,8.322e-06,0.00022058,0.0089841,0.0090064,0.0077167,0.039322,0.039369,0.24504,3.6847e-11,3.7032e-11
4.273e+05,1.7475e+09,0,3.139e-06,5.1112e-06,8.5078e-06,0.0002215,0.0095793,0.009598,0.0078158,0.041756,0.041805,0.247,3.7e-11,3.7185e-11
4.293e+05,1.748e+09,0,4.1319e-06,4.9979e-06,8.9161e-06,0.00022125,0.0090462,0.0090835,0.0077338,0.039704,0.039741,0.25017,3.6786e-11,3.6991e-11
4.313e+05,1.7485e+09,0,4.8856e-06,5.1233e-06,8.6623e-06,0.00022126,0.0097261,0.0097704,0.0078097,0.041772,0.041813,0.25066,3.6895e-11,3.7073e-11
4.3332e+05,1.7489e+09,0,4.8343e-06,5.2392e-06,8.6562e-06,0.00022265,0.010437,0.010486,0.007969,0.044538,0.044587,0.25599,3.7034e-11,3.7193e-11
4.3535e+05,1.7494e+09,0,3.064e-06,5.1564e-06,8.7008e-06,0.00022517,0.0096068,0.0096463,0.0078195,0.04192,0.041961,0.25378,3.6748e-11,3.6897e-11
4.3736e+05,1.7499e+09,0,4.4896e-06,5.6576e-06,8.5846e-06,0.00022446,0.010331,0.010373,0.0079585,0.044243,0.044297,0.25796,3.6847e-11,3.6981e-11
4.3936e+05,1.7504e+09,0,4.4722e-06,5.543e-06,8.4722e-06,0.00022572,0.0096236,0.0096624,0.0078242,0.041902,0.041947,0.25605,3.6588e-11,3.6704e-11
4.4137e+05,1.7509e+09,0,4.4597e-06,5.6704e-06,8.58e-06,0.00022659,0.010326,0.01038,0.0079458,0.044738,0.044798,0.25672,3.6747e-11,3.6838e-11
4.4339e+05,1.7514e+09,0,4.4674e-06,5.5288e-06,8.4468e-06,0.00022779,0.0095387,0.0095884,0.0078368,0.041969,0.042018,0.25765,3.6483e-11,3.6563e-11
4.454e+05,1.7519e+09,0,4.4964e-06,5.6491e-06,8.5354e-06,0.00022854,0.010113,0.01017,0.0079377,0.04439,0.044451,0.25748,3.6604e-11,3.6665e-11
4.4741e+05,1.7524e+09,0,4.4919e-06,5.5059e-06,8.4049e-06,0.00022928,0.0094098,0.0094602,0.0078259,0.04187,0.041921,0.25463,3.6532e-11,3.658e-11
4.4951e+05,1.7529e+09,0,4.4934e-06,5.6144e-06,8.5057e-06,0.0002306,0.010077,0.01013,0.0079928,0.044522,0.044585,0.25882,3.675e-11,3.6785e-11
4.5154e+05,1.7534e+09,0,4.5077e-06,5.5071e-06,8.3852e-06,0.00023146,0.0094861,0.0095305,0.0078906,0.042474,0.042528,0.25682,3.6618e-11,3.6641e-11
4.5363e+05,1.7539e+09,0,4.5188e-06,5.5878e-06,8.4575e-06,0.00023228,0.010036,0.010085,0.0079817,0.044809,0.044873,0.25638,3.6743e-11,3.6748e-11
4.5567e+05,1.7544e+09,0,4.5251e-06,5.4705e-06,8.318e-06,0.00023305,0.0093153,0.0093578,0.007841,0.042275,0.042328,0.25341,3.6599e-11,3.659e-11
4.577e+05,1.7549e+09,0,4.5376e-06,5.5858e-06,8.4267e-06,0.00023439,0.010048,0.010093,0.0080324,0.045111,0.045174,0.25801,3.6889e-11,3.6868e-11
4.5973e+05,1.7554e+09,0,4.5393e-06,5.4585e-06,8.2952e-06,0.00023526,0.0093705,0.0094088,0.0078935,0.042773,0.042825,0.25548,3.669e-11,3.6653e-11
4.6178e+05,1.7559e+09,0,4.5576e-06,5.5502e-06,8.3749e-06,0.00023599,0.0099326,0.0099745,0.0079983,0.045072,0.045133,0.255,3.6905e-11,3.6849e-11
4.6384e+05,1.7564e+09,0,4.5692e-06,5.6736e-06,8.4877e-06,0.00023689,0.010699,0.010746,0.00818,0.048199,0.048272,0.25975,3.7176e-11,3.71e-11
4.6587e+05,1.7569e+09,0,4.5861e-06,5.5317e-06,8.3497e-06,0.00023824,0.0099201,0.0099584,0.0080322,0.045517,0.045574,0.25722,3.6954e-11,3.687e-11
4.6792e+05,1.7574e+09,0,4.597e-06,5.4091e-06,8.2262e-06,0.00023893,0.0092264,0.0092579,0.007886,0.042958,0.043004,0.25403,3.6833e-11,3.6733e-11
4.6993e+05,1.7579e+09,0,4.6023e-06,5.5331e-06,8.3334e-06,0.00023972,0.00992,0.0099568,0.008019,0.045693,0.045749,0.25437,3.7104e-11,3.6984e-11
4.7204e+05,1.7584e+09,0,4.6132e-06,5.6372e-06,8.4287e-06,0.000241,0.010543,0.010582,0.008163,0.048351,0.048414,0.25831,3.7291e-11,3.7156e-11
4.7409e+05,1.7589e+09,0,4.6189e-06,5.5256e-06,8.3069e-06,0.00024174,0.0098654,0.0099008,0.0080427,0.045929,0.045981,0.25605,3.7195e-11,3.7045e-11
4.7618e+05,1.7594e+09,0,4.6335e-06,5.4233e-06,8.2066e-06,0.00024263,0.009317,0.0093498,0.0079315,0.044081,0.044125,0.2545,3.7101e-11,3.6936e-11
4.7819e+05,1.7599e+09,0,4.6358e-06,5.5371e-06,8.3048e-06,0.00024328,0.0099422,0.0099795,0.0080489,0.046595,0.046648,0.25439,3.7368e-11,3.7184e-11
4.8029e+05,1.7604e+09,0,4.6462e-06,5.4163e-06,8.1781e-06,0.00024451,0.0092434,0.009275,0.0079384,0.044205,0.044247,0.25579,3.7193e-11,3.7001e-11
4.8233e+05,1.7609e+09,0,4.6546e-06,5.5325e-06,8.2813e-06,0.00024529,0.0098999,0.0099367,0.0080501,0.046954,0.047005,0.25621,3.7378e-11,3.7167e-11
4.8437e+05,1.7614e+09,0,4.6606e-06,5.4158e-06,8.1732e-06,0.00024605,0.0092729,0.0093052,0.0079107,0.044769,0.044812,0.254,3.7205e-11,3.6981e-11
4.8646e+05,1.7619e+09,0,4.638e-06,5.5305e-06,8.2698e-06,0.00024587,0.0099552,0.0099628,0.0077863,0.047359,0.047408,0.23222,3.7433e-11,3.7204e-11
4.8858e+05,1.7624e+09,0,4.5946e-06,5.6172e-06,8.2287e-06,0.0002454,0.011212,0.010855,0.007657,0.050478,0.050521,0.2039,3.7765e-11,3.7553e-11
4.9062e+05,1.7629e+09,0,4.553e-06,5.3607e-06,7.5381e-06,0.00024398,0.010908,0.01018,0.007296,0.047535,0.047559,0.17458,3.7558e-11,3.74e-11
4.927e+05,1.7633e+09,0,4.509e-06,5.38e-06,7.1698e-06,0.00024279,0.012301,0.0111,0.0072744,0.050732,0.050686,0.15638,3.7737e-11,3.7654e-11
4.9478e+05,1.7638e+09,0,4.4746e-06,5.0737e-06,6.2683e-06,0.00024245,0.011452,0.010274,0.0071356,0.047568,0.047526,0.14675,3.7525e-11,3.7626e-11
4.969e+05,1.7643e+09,0,4.4303e-06,5.0967e-06,5.9281e-06,0.00024131,0.012485,0.011134,0.0072128,0.050833,0.050668,0.13692,3.7823e-11,3.8093e-11
4.9897e+05,1.7648e+09,0,4.3882e-06,4.8294e-06,5.2284e-06,0.00024018,0.011333,0.010267,0.0070442,0.047894,0.047767,0.12803,3.7624e-11,3.8196e-11
5.0105e+05,1.7653e+09,0,4.3459e-06,4.8674e-06,5.0415e-06,0.00023911,0.011991,0.010956,0.0070845,0.050781,0.050537,0.12221,3.7807e-11,3.8598e-11
5.031e+05,1.7658e+09,0,4.3279e-06,4.6715e-06,4.6278e-06,0.00023904,0.01106,0.01031,0.0070276,0.048597,0.048396,0.12064,3.7746e-11,3.8874e-11
5.0522e+05,1.7663e+09,0,4.2925e-06,5.0749e-06,4.918e-06,0.0002381,0.013536,0.012665,0.0071512,0.055855,0.05533,0.1179,3.8335e-11,3.956e-11
5.073e+05,1.7668e+09,0,4.2461e-06,5.2689e-06,4.9847e-06,0.00023706,0.014762,0.01396,0.0071015,0.059393,0.058679,0.1148,3.8677e-11,4.0086e-11
5.0937e+05,1.7673e+09,0,4.2155e-06,5.5239e-06,5.1673e-06,0.00023624,0.016838,0.016083,0.0071911,0.0697,0.068651,0.11366,3.9089e-11,4.0652e-11
5.1139e+05,1.7678e+09,0,4.182e-06,5.3965e-06,5.0637e-06,0.0002362,0.016708,0.016166,0.0071146,0.071631,0.07067,0.11385,3.9049e-11,4.0852e-11
5.1346e+05,1.7683e+09,0,4.1645e-06,5.5967e-06,5.234e-06,0.00023538,0.018459,0.018019,0.0072396,0.083037,0.081915,0.11365,3.945e-11,4.1406e-11
5.1554e+05,1.7688e+09,0,4.1197e-06,5.6288e-06,5.0548e-06,0.0002344,0.017357,0.017118,0.0070686,0.082137,0.081299,0.11178,3.9222e-11,4.1424e-11
5.1761e+05,1.7693e+09,0,4.8386e-06,5.0589e-06,5.0867e-06,0.0002337,0.018992,0.018859,0.0070848,0.088973,0.08823,0.11136,3.93e-11,4.1654e-11
5.1967e+05,1.7698e+09,0,4.5906e-06,1.4613e-05,2.6759e-05,0.00020044,0.015538,0.015907,0.0068911,0.081633,0.081177,0.10956,3.8865e-11,4.1315e-11
5.2174e+05,1.7703e+09,0,3.7316e-05,8.0966e-06,4.7049e-05,0.000152,0.014764,0.014892,0.0069384,0.083683,0.083334,0.11189,3.888e-11,4.1351e-11
5.2381e+05,1.7708e+09,0,9.072e-05,4.0563e-06,5.3329e-05,9.3468e-05,0.012937,0.012892,0.0067974,0.076105,0.075881,0.11049,3.8604e-11,4.1098e-11
5.2586e+05,1.7713e+09,0,9.7817e-05,3.9635e-06,6.5844e-05,7.0506e-05,0.013007,0.012965,0.0068986,0.077691,0.077531,0.11001,3.8733e-11,4.1238e-11
5.2794e+05,1.7718e+09,0,0.00010994,8.9266e-06,7.4077e-05,4.1254e-05,0.010934,0.011047,0.0068883,0.070052,0.069932,0.10852,3.8543e-11,4.1121e-11
5.3002e+05,1.7723e+09,0,0.00011093,8.4978e-06,7.7347e-05,3.4768e-05,0.01107,0.011269,0.0072434,0.071292,0.071219,0.11137,3.8818e-11,4.1455e-11
5.3205e+05,1.7728e+09,0,0.00011173,1.2645e-05,7.9743e-05,2.3903e-05,0.010054,0.010199,0.007356,0.065785,0.06573,0.10961,3.8963e-11,4.1745e-11
5.3413e+05,1.7733e+09,0,0.00011496,2.1866e-05,7.4342e-05,1.3545e-05,0.010674,0.010933,0.0078485,0.067716,0.067716,0.10944,3.9572e-11,4.2478e-11
5.362e+05,1.7738e+09,0,0.00011091,2.5666e-05,7.329e-05,1.1542e-05,0.0098238,0.010006,0.0080457,0.063691,0.063696,0.10837,4.0008e-11,4.3165e-11
5.3828e+05,1.7743e+09,0,0.00011082,2.4575e-05,7.4149e-05,8.8918e-06,0.01042,0.010589,0.0086474,0.065979,0.066039,0.11189,4.0653e-11,4.4007e-11
5.4035e+05,1.7748e+09,0,0.00010692,3.076e-05,7.0823e-05,6.2287e-06,0.0094775,0.0097606,0.0088368,0.062307,0.062349,0.11124,4.1123e-11,4.4822e-11
5.4241e+05,1.7753e+09,0,0.00010592,2.4915e-05,7.2593e-05,8.5507e-06,0.0099352,0.010266,0.009263,0.064621,0.064724,0.11167,4.1714e-11,4.5637e-11
5.4448e+05,1.7758e+09,0,0.00010264,1.6104e-05,7.6122e-05,1.4527e-05,0.010874,0.011275,0.009734,0.067651,0.067834,0.11289,4.2433e-11,4.6577e-11
5.4654e+05,1.7763e+09,0,0.00011093,5.7777e-06,7.0993e-05,1.9549e-05,0.011053,0.011532,0.009833,0.066354,0.066573,0.11531,4.3052e-11,4.7454e-11
