LineNo,TimeUS,C,V00,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11
3.1207e+05,2.0075e+08,0,0.0004631,6.4069e-06,1.9087e-05,0.0069739,0.01394,0.01266,0.0071345,0.047892,0.047346,0.11463,4.5934e-11,4.5615e-11
3.1407e+05,2.0124e+08,0,0.00048505,6.0599e-06,1.2055e-05,0.0067779,0.011765,0.010965,0.006986,0.044927,0.04453,0.11226,4.6791e-11,4.6534e-11
3.1608e+05,2.0174e+08,0,0.00048223,7.5263e-06,9.2137e-06,0.0066921,0.011864,0.011703,0.0071224,0.047482,0.046946,0.11443,4.7635e-11,4.7437e-11
3.1809e+05,2.0223e+08,0,0.00037907,9.9916e-06,8.9649e-06,0.0065707,0.013193,0.0132,0.0071766,0.050127,0.049516,0.11346,4.8437e-11,4.8319e-11
3.2007e+05,2.0273e+08,0,0.00029803,6.3772e-06,1.1755e-05,0.0057916,0.012006,0.013134,0.007033,0.047112,0.046695,0.11171,4.9021e-11,4.9011e-11
3.2212e+05,2.0322e+08,0,0.00029858,1.1336e-05,9.6993e-06,0.0052236,0.012363,0.015256,0.0071701,0.049817,0.049493,0.1143,4.9695e-11,4.9709e-11
3.2412e+05,2.0372e+08,0,0.00026986,8.4882e-06,9.2796e-06,0.0042681,0.010914,0.013683,0.0069837,0.046309,0.046115,0.1119,5.0135e-11,5.0014e-11
3.2618e+05,2.0422e+08,0,0.00027022,6.7831e-06,2.1268e-05,0.0038536,0.010722,0.013774,0.0071267,0.049011,0.049051,0.11461,5.0759e-11,5.0465e-11
3.2818e+05,2.0472e+08,0,0.00025474,7.114e-06,1.1781e-05,0.0033974,0.009802,0.012869,0.0069968,0.046088,0.046176,0.11283,5.1157e-11,5.0465e-11
3.3016e+05,2.0521e+08,0,0.00024227,7.1921e-06,9.4606e-06,0.0031403,0.010456,0.013947,0.0070686,0.048576,0.049051,0.11222,5.1718e-11,5.07e-11
3.3166e+05,2.0571e+08,0,0.00025544,9.5416e-06,6.8834e-06,0.002829,0.009767,0.011249,0.0069878,0.045698,0.04608,0.11351,5.1813e-11,5.0226e-11
3.3368e+05,2.0621e+08,0,0.00023945,7.3504e-06,1.2725e-05,0.002748,0.010537,0.011526,0.0070327,0.048107,0.048654,0.11277,5.2023e-11,5.0086e-11
3.3569e+05,2.067e+08,0,0.00015942,7.0684e-06,1.65e-05,0.0026851,0.0098097,0.010736,0.0069449,0.044911,0.045301,0.11349,5.1841e-11,4.9336e-11
3.377e+05,2.072e+08,0,0.00013295,7.1392e-06,1.9156e-05,0.0026192,0.011466,0.011254,0.0070435,0.047743,0.048287,0.11335,5.1848e-11,4.925e-11
3.3972e+05,2.077e+08,0,0.0001371,6.9582e-06,1.5324e-05,0.002424,0.011242,0.011114,0.0069046,0.045051,0.045423,0.11164,5.0921e-11,4.8562e-11
3.4171e+05,2.082e+08,0,0.00014896,7.7734e-06,1.1732e-05,0.0022604,0.012082,0.01148,0.0070502,0.047706,0.048132,0.11426,5.0614e-11,4.8554e-11
3.4373e+05,2.0869e+08,0,0.00014958,7.351e-06,8.1601e-06,0.0021278,0.010275,0.010442,0.0069092,0.044857,0.045135,0.11225,4.9684e-11,4.805e-11
3.4574e+05,2.0918e+08,0,0.00014309,1.673e-05,6.8506e-06,0.0021098,0.010531,0.010587,0.0070262,0.047114,0.047375,0.11452,4.9315e-11,4.7653e-11
3.4772e+05,2.0968e+08,0,0.0001459,1.2826e-05,7.7672e-06,0.0019972,0.0099912,0.011877,0.0068931,0.04419,0.044346,0.1123,4.7411e-11,4.6162e-11
3.4974e+05,2.1017e+08,0,0.00013665,2.0688e-05,6.3845e-06,0.0017802,0.011826,0.015733,0.0069706,0.04677,0.04678,0.11195,4.6023e-11,4.519e-11
3.518e+05,2.1067e+08,0,8.3758e-05,1.0217e-05,7.2951e-06,0.0013056,0.012151,0.017241,0.0069557,0.044159,0.04417,0.11343,4.372e-11,4.3783e-11
3.5381e+05,2.1117e+08,0,4.9652e-05,7.0949e-06,7.8325e-06,0.0010197,0.016074,0.016716,0.0070563,0.046741,0.046883,0.11273,4.3186e-11,4.3771e-11
3.5586e+05,2.1167e+08,0,3.7816e-05,7.7965e-06,6.2398e-06,0.00073876,0.014556,0.011346,0.0069051,0.044068,0.044169,0.11093,4.2161e-11,4.3663e-11
3.5792e+05,2.1217e+08,0,3.6287e-05,1.0166e-05,7.2013e-06,0.00064241,0.014737,0.010397,0.0070258,0.046938,0.04678,0.11366,4.1872e-11,4.4035e-11
3.5993e+05,2.1267e+08,0,3.2299e-05,8.7869e-06,1.3212e-05,0.00057571,0.010813,0.010303,0.0068804,0.044137,0.043945,0.1118,4.1294e-11,4.3978e-11
3.6196e+05,2.1317e+08,0,2.7902e-05,7.9894e-06,1.4918e-05,0.00055374,0.010273,0.01238,0.0070173,0.046579,0.046198,0.11436,4.1339e-11,4.3692e-11
3.6398e+05,2.1367e+08,0,2.2815e-05,7.2435e-06,1.5503e-05,0.00050536,0.010306,0.01185,0.0068873,0.043817,0.043577,0.11253,4.1036e-11,4.2223e-11
3.6599e+05,2.1416e+08,0,2.4601e-05,6.7673e-06,8.6581e-06,0.00046338,0.01197,0.012753,0.0069275,0.045941,0.04595,0.11173,4.0983e-11,4.1327e-11
3.68e+05,2.1466e+08,0,2.1609e-05,6.2717e-06,7.086e-06,0.00042216,0.010363,0.01057,0.0068001,0.043523,0.043584,0.11027,4.0633e-11,4.0194e-11
3.7006e+05,2.1516e+08,0,1.8085e-05,6.4561e-06,7.2686e-06,0.00041266,0.010828,0.010508,0.0069296,0.04592,0.046062,0.1127,4.0643e-11,3.9964e-11
3.7208e+05,2.1565e+08,0,1.9543e-05,6.3177e-06,6.766e-06,0.00040199,0.0098489,0.0094182,0.0067923,0.043114,0.043221,0.11061,4.0136e-11,3.9375e-11
3.7414e+05,2.1615e+08,0,2.102e-05,6.9768e-06,6.0949e-06,0.00039762,0.010389,0.010139,0.0069478,0.045446,0.045505,0.1129,4.0158e-11,3.9463e-11
3.7615e+05,2.1665e+08,0,2.0307e-05,6.4594e-06,6.3296e-06,0.00039328,0.0094675,0.0097643,0.0068566,0.043096,0.043124,0.1114,3.9621e-11,3.9192e-11
3.782e+05,2.1715e+08,0,2.0917e-05,6.6693e-06,6.5221e-06,0.00038749,0.010044,0.010684,0.0069268,0.045617,0.045596,0.11102,3.9459e-11,3.9243e-11
3.8026e+05,2.1765e+08,0,2.3282e-05,6.8994e-06,6.7876e-06,0.00037895,0.010729,0.011598,0.0070643,0.048308,0.048296,0.11365,3.9319e-11,3.93e-11
3.8226e+05,2.1814e+08,0,2.1345e-05,6.3369e-06,6.9015e-06,0.0003695,0.0098818,0.010805,0.0069132,0.0451,0.045101,0.11144,3.8706e-11,3.8938e-11
3.8432e+05,2.1864e+08,0,1.7771e-05,6.3346e-06,6.3072e-06,0.0003664,0.01061,0.011528,0.007057,0.047876,0.047946,0.11427,3.8668e-11,3.9018e-11
3.8633e+05,2.1913e+08,0,1.8885e-05,6.1271e-06,6.2111e-06,0.00035513,0.0097603,0.010629,0.0069264,0.044915,0.044987,0.11224,3.8276e-11,3.8731e-11
3.8835e+05,2.1963e+08,0,1.9267e-05,6.2666e-06,6.5598e-06,0.00034977,0.010453,0.011095,0.0069747,0.047414,0.047581,0.1116,3.832e-11,3.8814e-11
3.9037e+05,2.2013e+08,0,1.8255e-05,6.2874e-06,6.4149e-06,0.00034649,0.0097213,0.010059,0.0069226,0.044711,0.044844,0.11314,3.7966e-11,3.8488e-11
3.9238e+05,2.2062e+08,0,1.3228e-05,6.3444e-06,6.0369e-06,0.00035188,0.010334,0.010487,0.006965,0.047115,0.047286,0.11237,3.8062e-11,3.8588e-11
3.944e+05,2.2112e+08,0,1.2849e-05,6.1978e-06,6.0081e-06,0.0003519,0.009645,0.009667,0.0069054,0.044183,0.044307,0.11343,3.7804e-11,3.8363e-11
3.9637e+05,2.2161e+08,0,1.4251e-05,6.2458e-06,6.7623e-06,0.00035088,0.010192,0.010205,0.0069368,0.046229,0.046353,0.11221,3.7904e-11,3.8488e-11
3.9842e+05,2.2211e+08,0,1.5996e-05,6.0736e-06,6.7687e-06,0.00035091,0.0096187,0.0096492,0.0068423,0.044036,0.044121,0.11102,3.77e-11,3.8304e-11
4.0001e+05,2.226e+08,0,1.6382e-05,6.1714e-06,7.0463e-06,0.0003525,0.01035,0.010368,0.0069916,0.046503,0.04658,0.11348,3.7929e-11,3.8526e-11
4.0202e+05,2.231e+08,0,1.7012e-05,6.0259e-06,6.794e-06,0.00035364,0.0096718,0.0096501,0.0068717,0.043684,0.043739,0.11169,3.768e-11,3.8236e-11
4.0404e+05,2.2359e+08,0,1.6278e-05,6.11e-06,6.6123e-06,0.00035644,0.010235,0.010222,0.0069899,0.045776,0.045828,0.11369,3.7823e-11,3.8344e-11
4.0605e+05,2.2408e+08,0,1.633e-05,5.9709e-06,6.7146e-06,0.00035801,0.0095163,0.0095234,0.006862,0.043196,0.043234,0.11202,3.7542e-11,3.8033e-11
4.081e+05,2.2458e+08,0,1.9337e-05,6.0667e-06,6.8241e-06,0.00035707,0.010201,0.010204,0.006938,0.045782,0.045816,0.11168,3.773e-11,3.8202e-11
4.1012e+05,2.2508e+08,0,2.0944e-05,5.9297e-06,6.6274e-06,0.00035712,0.0094161,0.0094785,0.0067874,0.042941,0.042966,0.10976,3.7392e-11,3.7856e-11
4.1213e+05,2.2557e+08,0,1.6648e-05,6.0662e-06,6.891e-06,0.00036265,0.010075,0.010146,0.0069275,0.045283,0.045307,0.11222,3.7544e-11,3.8001e-11
4.1411e+05,2.2607e+08,0,1.5853e-05,5.8917e-06,6.5563e-06,0.00036424,0.0092732,0.0093624,0.0067746,0.042443,0.042462,0.11023,3.7193e-11,3.7646e-11
4.161e+05,2.2656e+08,0,1.8575e-05,6.1535e-06,7.7241e-06,0.00036142,0.0099857,0.010067,0.0069136,0.044708,0.044732,0.1126,3.7373e-11,3.7821e-11
4.1811e+05,2.2706e+08,0,1.7291e-05,6.0111e-06,6.3354e-06,0.00036022,0.009406,0.0095259,0.0067611,0.041957,0.041976,0.11058,3.701e-11,3.7445e-11
4.2017e+05,2.2755e+08,0,1.5505e-05,5.9801e-06,5.75e-06,0.00036267,0.0099112,0.010155,0.0069222,0.044457,0.044493,0.11325,3.7239e-11,3.7686e-11
4.2219e+05,2.2805e+08,0,1.5155e-05,6.0379e-06,6.7733e-06,0.00036286,0.010515,0.010682,0.0069911,0.047028,0.047108,0.11266,3.7424e-11,3.789e-11
4.2419e+05,2.2854e+08,0,1.7212e-05,5.9451e-06,6.522e-06,0.00036102,0.0099043,0.010091,0.0069129,0.04448,0.04455,0.11124,3.7418e-11,3.7909e-11
4.2598e+05,2.2904e+08,0,1.7581e-05,6.2263e-06,7.6531e-06,0.00036023,0.010524,0.010699,0.0070296,0.046778,0.046879,0.1135,3.7546e-11,3.804e-11
4.2798e+05,2.2953e+08,0,1.5057e-05,6.1804e-06,6.1942e-06,0.00036363,0.0098521,0.0098558,0.0069079,0.044104,0.044181,0.11189,3.7355e-11,3.7844e-11
4.3e+05,2.3003e+08,0,1.5103e-05,6.116e-06,6.2704e-06,0.00036498,0.010384,0.010368,0.006928,0.046396,0.046473,0.11102,3.7404e-11,3.7897e-11
4.3201e+05,2.3052e+08,0,1.7328e-05,5.937e-06,5.897e-06,0.00036463,0.0096465,0.009653,0.0068657,0.043438,0.043493,0.11209,3.7173e-11,3.768e-11
4.3403e+05,2.3102e+08,0,1.5821e-05,6.4637e-06,6.1691e-06,0.00036758,0.010239,0.010279,0.0069294,0.045776,0.045829,0.11143,3.738e-11,3.7896e-11
4.36e+05,2.3151e+08,0,1.6047e-05,6.1133e-06,6.3788e-06,0.00036874,0.0095811,0.0097275,0.0068818,0.042968,0.043004,0.11263,3.7171e-11,3.7706e-11
4.38e+05,2.3201e+08,0,1.8163e-05,6.0459e-06,5.8288e-06,0.00036834,0.010277,0.010384,0.0069403,0.045466,0.045495,0.11216,3.729e-11,3.783e-11
4.4001e+05,2.325e+08,0,1.7163e-05,5.8202e-06,6.2877e-06,0.00036939,0.0096787,0.0095908,0.0068339,0.042995,0.043023,0.11066,3.7127e-11,3.7677e-11
4.4203e+05,2.33e+08,0,1.9187e-05,5.9606e-06,6.0732e-06,0.00036929,0.010374,0.010316,0.0069773,0.045568,0.045605,0.11336,3.7292e-11,3.7851e-11
4.4403e+05,2.3349e+08,0,1.9456e-05,5.8069e-06,5.906e-06,0.00036879,0.009646,0.0094576,0.0068145,0.042458,0.042487,0.11093,3.6988e-11,3.7574e-11
4.4605e+05,2.3399e+08,0,1.8627e-05,5.8789e-06,6.5683e-06,0.00036865,0.010424,0.010176,0.0069597,0.04503,0.045048,0.11357,3.7129e-11,3.7751e-11
4.4805e+05,2.3448e+08,0,1.7234e-05,5.9738e-06,8.6278e-06,0.00036686,0.0094765,0.0095122,0.0068465,0.042454,0.042464,0.11187,3.6931e-11,3.7611e-11
4.501e+05,2.3498e+08,0,1.5755e-05,5.899e-06,8.4295e-06,0.00037014,0.009922,0.01006,0.0069718,0.044554,0.044573,0.11408,3.7047e-11,3.7734e-11
4.5211e+05,2.3548e+08,0,1.3291e-05,5.7896e-06,7.4086e-06,0.00037487,0.0093754,0.0094411,0.0068853,0.042303,0.042324,0.11268,3.698e-11,3.7643e-11
4.5415e+05,2.3598e+08,0,1.3295e-05,5.8495e-06,8.2304e-06,0.00037601,0.0099528,0.00997,0.0069501,0.044662,0.044704,0.11193,3.7174e-11,3.7811e-11
4.562e+05,2.3648e+08,0,1.2667e-05,5.7577e-06,7.2901e-06,0.00037922,0.0093033,0.0092605,0.0068373,0.041989,0.042024,0.10997,3.7113e-11,3.7708e-11
4.582e+05,2.3697e+08,0,1.4704e-05,6.4142e-06,6.768e-06,0.00037941,0.0099583,0.0099664,0.0069748,0.044427,0.044468,0.11255,3.7297e-11,3.7864e-11
4.6024e+05,2.3747e+08,0,1.6763e-05,5.9706e-06,7.3926e-06,0.000378,0.0092502,0.0093972,0.0068384,0.041872,0.041905,0.11074,3.7054e-11,3.7624e-11
4.623e+05,2.3797e+08,0,1.7866e-05,8.5643e-06,6.7064e-06,0.00037495,0.010006,0.010649,0.0069827,0.044334,0.044373,0.1134,3.7217e-11,3.7794e-11
4.643e+05,2.3846e+08,0,1.8745e-05,5.7333e-06,6.3623e-06,0.00036754,0.0093934,0.010192,0.0068419,0.04189,0.04193,0.11172,3.686e-11,3.7452e-11
4.6627e+05,2.3895e+08,0,1.8355e-05,5.9328e-06,6.2813e-06,0.00036409,0.0099849,0.010541,0.0069535,0.04397,0.044064,0.1138,3.695e-11,3.754e-11
4.6828e+05,2.3945e+08,0,1.8223e-05,6.3585e-06,6.5825e-06,0.00036119,0.010651,0.011222,0.0070104,0.046471,0.046635,0.11303,3.7125e-11,3.7704e-11
4.7029e+05,2.3995e+08,0,1.7138e-05,5.8124e-06,6.392e-06,0.00035585,0.0098871,0.010467,0.0068881,0.043769,0.043911,0.11133,3.6958e-11,3.7482e-11
4.7231e+05,2.4044e+08,0,1.6291e-05,5.8168e-06,6.3972e-06,0.00035399,0.010398,0.01083,0.0069905,0.046037,0.046245,0.11356,3.7067e-11,3.7536e-11
4.7428e+05,2.4093e+08,0,1.603e-05,5.6951e-06,6.3058e-06,0.00035109,0.0096243,0.0098093,0.0068587,0.043202,0.04336,0.11148,3.6987e-11,3.7382e-11
4.763e+05,2.4143e+08,0,1.5815e-05,5.858e-06,6.4866e-06,0.00035105,0.010273,0.01038,0.0070071,0.045905,0.046087,0.11422,3.7237e-11,3.7601e-11
4.7831e+05,2.4192e+08,0,1.6985e-05,5.638e-06,9.7238e-06,0.00034711,0.0095847,0.0095875,0.006857,0.043058,0.04319,0.11215,3.7017e-11,3.7334e-11
4.8032e+05,2.4242e+08,0,1.7508e-05,5.7824e-06,8.7007e-06,0.00034604,0.010853,0.010302,0.006922,0.045615,0.045766,0.1115,3.7164e-11,3.7455e-11
4.8234e+05,2.4292e+08,0,1.596e-05,5.7005e-06,6.9191e-06,0.00034151,0.010192,0.0096306,0.0068747,0.042941,0.043044,0.11275,3.6907e-11,3.7199e-11
4.8438e+05,2.4341e+08,0,1.4429e-05,5.8598e-06,7.1579e-06,0.00033918,0.010626,0.010228,0.0069245,0.045369,0.045446,0.11198,3.6988e-11,3.7315e-11
4.8639e+05,2.4392e+08,0,1.2133e-05,5.7757e-06,6.8728e-06,0.00033802,0.0099024,0.0095642,0.0068992,0.042912,0.042955,0.11349,3.678e-11,3.7198e-11
4.8841e+05,2.4441e+08,0,1.1514e-05,5.8174e-06,7.09e-06,0.00033802,0.010432,0.010193,0.0069754,0.045418,0.045408,0.11286,3.6932e-11,3.7441e-11
4.9042e+05,2.4491e+08,0,1.2688e-05,5.6739e-06,6.8764e-06,0.00033615,0.0096944,0.0095633,0.006861,0.04283,0.042813,0.1111,3.6682e-11,3.7321e-11
4.9247e+05,2.4541e+08,0,1.3959e-05,5.8627e-06,5.7173e-06,0.00033647,0.010328,0.010348,0.0070158,0.045504,0.045471,0.11378,3.6848e-11,3.7563e-11
4.9449e+05,2.459e+08,0,1.4037e-05,5.8105e-06,6.2685e-06,0.00033473,0.0098905,0.0096757,0.0068629,0.042716,0.042698,0.11179,3.6521e-11,3.7271e-11
4.965e+05,2.464e+08,0,1.4197e-05,5.9126e-06,6.7689e-06,0.000324,0.011973,0.010572,0.0069504,0.045218,0.045246,0.11138,3.6718e-11,3.745e-11
4.9855e+05,2.4691e+08,0,1.6106e-05,5.6684e-06,6.0472e-06,0.00029959,0.011083,0.0098097,0.0069192,0.042879,0.042899,0.11308,3.6542e-11,3.7324e-11
5.0058e+05,2.474e+08,0,1.6952e-05,5.8441e-06,5.7563e-06,0.00029027,0.011185,0.010416,0.0069754,0.045719,0.045684,0.11291,3.6683e-11,3.7545e-11
5.0258e+05,2.479e+08,0,1.5715e-05,5.8635e-06,5.6434e-06,0.0002805,0.010301,0.0096569,0.0068331,0.042838,0.042806,0.11087,3.648e-11,3.7506e-11
5.0462e+05,2.484e+08,0,1.3719e-05,5.9916e-06,5.6988e-06,0.00027435,0.011305,0.010448,0.0069608,0.045216,0.04511,0.11313,3.6681e-11,3.7866e-11
5.0659e+05,2.4889e+08,0,1.3391e-05,5.8884e-06,5.6058e-06,0.00025948,0.010485,0.0097477,0.0068044,0.04223,0.042148,0.11086,3.6429e-11,3.7946e-11
5.0861e+05,2.4939e+08,0,1.1649e-05,5.7933e-06,5.9486e-06,0.00025182,0.011102,0.010486,0.006956,0.044959,0.044786,0.11364,3.6651e-11,3.8427e-11
5.1058e+05,2.4988e+08,0,8.5412e-06,6.024e-06,6.6455e-06,0.00024804,0.0097088,0.0095165,0.0068287,0.042693,0.042553,0.11237,3.6484e-11,3.8585e-11
5.1259e+05,2.5038e+08,0,7.5266e-06,5.9428e-06,6.6633e-06,0.0002502,0.010036,0.010062,0.0068379,0.044991,0.044843,0.11161,3.6516e-11,3.8687e-11
5.146e+05,2.5088e+08,0,9.3579e-06,5.7803e-06,6.3827e-06,0.00024946,0.0093223,0.0094625,0.0067713,0.042252,0.042153,0.11271,3.6301e-11,3.8433e-11
5.1662e+05,2.5138e+08,0,1.0211e-05,5.7699e-06,6.6451e-06,0.00024951,0.0099954,0.010189,0.0068146,0.044535,0.044478,0.11194,3.6433e-11,3.8458e-11
5.1862e+05,2.5187e+08,0,1.081e-05,5.6282e-06,6.6493e-06,0.00024836,0.0094431,0.0094964,0.006702,0.042012,0.041989,0.11026,3.6272e-11,3.8072e-11
5.2067e+05,2.5237e+08,0,1.1561e-05,5.7258e-06,6.4661e-06,0.00024803,0.010235,0.010153,0.0068322,0.044408,0.044444,0.1127,3.6411e-11,3.8028e-11
5.2268e+05,2.5286e+08,0,1.1364e-05,5.9592e-06,7.3233e-06,0.00024485,0.009667,0.0093185,0.006709,0.041664,0.041703,0.11058,3.6331e-11,3.766e-11
5.2466e+05,2.5335e+08,0,1.13e-05,5.7445e-06,6.717e-06,0.00024399,0.010507,0.009867,0.0068583,0.043846,0.043902,0.11283,3.6601e-11,3.7726e-11
5.2668e+05,2.5385e+08,0,1.0747e-05,5.8375e-06,6.3976e-06,0.00024248,0.01125,0.010477,0.0068905,0.046442,0.046467,0.11214,3.6665e-11,3.7605e-11
5.2865e+05,2.5435e+08,0,1.0683e-05,5.6959e-06,5.9269e-06,0.00023878,0.010263,0.0097351,0.0067572,0.043624,0.043633,0.11024,3.6438e-11,3.7158e-11
5.3067e+05,2.5484e+08,0,1.1412e-05,5.9243e-06,5.9271e-06,0.00023722,0.010758,0.010393,0.0068854,0.046226,0.046188,0.11268,3.6603e-11,3.7212e-11
5.3271e+05,2.5534e+08,0,1.4031e-05,5.7242e-06,5.6769e-06,0.00023356,0.010013,0.0098459,0.0067579,0.043568,0.043537,0.11105,3.634e-11,3.6831e-11
5.3472e+05,2.5583e+08,0,1.26e-05,5.8131e-06,5.7388e-06,0.00023515,0.01094,0.010937,0.0069383,0.04612,0.046087,0.11342,3.6722e-11,3.7159e-11
5.3676e+05,2.5633e+08,0,1.0311e-05,5.5997e-06,5.5783e-06,0.00023845,0.010054,0.010067,0.0067949,0.043259,0.043243,0.11145,3.6383e-11,3.6777e-11
5.3878e+05,2.5683e+08,0,8.2361e-06,5.6836e-06,5.6835e-06,0.00024198,0.010638,0.010646,0.0068596,0.046129,0.046126,0.11118,3.6517e-11,3.6886e-11
5.4079e+05,2.5733e+08,0,1.0138e-05,5.5472e-06,5.4925e-06,0.00024172,0.009705,0.0097163,0.0067964,0.043106,0.043108,0.11213,3.6306e-11,3.6647e-11
5.4279e+05,2.5782e+08,0,1.1932e-05,5.7287e-06,5.6103e-06,0.00024115,0.010155,0.010186,0.0068682,0.045654,0.045665,0.11154,3.6554e-11,3.6873e-11
5.4484e+05,2.5832e+08,0,9.1325e-06,5.7128e-06,5.5977e-06,0.00024528,0.0092466,0.0092833,0.0068171,0.04295,0.042966,0.11288,3.6414e-11,3.6711e-11
5.4684e+05,2.5881e+08,0,8.8722e-06,5.8397e-06,5.6519e-06,0.00024758,0.0097701,0.0098377,0.0068719,0.045372,0.045405,0.11226,3.6655e-11,3.6936e-11
5.4884e+05,2.593e+08,0,1.0859e-05,5.7113e-06,5.6579e-06,0.00024676,0.0090931,0.0091468,0.0067313,0.042406,0.042439,0.11012,3.6523e-11,3.6796e-11
5.5086e+05,2.598e+08,0,1.4202e-05,7.504e-06,5.726e-06,0.0002429,0.0098739,0.010061,0.0068637,0.044774,0.044835,0.11265,3.6695e-11,3.6968e-11
5.5287e+05,2.6029e+08,0,1.3559e-05,6.2307e-06,5.8854e-06,0.00023994,0.0093674,0.0098753,0.0067297,0.042026,0.042085,0.11069,3.6429e-11,3.6701e-11
5.5489e+05,2.608e+08,0,1.0835e-05,6.2581e-06,6.0853e-06,0.00023837,0.010058,0.010773,0.006869,0.044418,0.044547,0.11324,3.6581e-11,3.6824e-11
5.5691e+05,2.6129e+08,0,1.0991e-05,6.0607e-06,6.1127e-06,0.0002319,0.0094558,0.010231,0.0067739,0.04207,0.042188,0.11167,3.6509e-11,3.666e-11
5.5888e+05,2.6179e+08,0,1.2906e-05,6.0142e-06,6.0673e-06,0.00022561,0.010118,0.011006,0.0068413,0.044581,0.044804,0.11116,3.6711e-11,3.6764e-11
5.6093e+05,2.6229e+08,0,1.12e-05,5.8684e-06,5.8452e-06,0.00022177,0.0093641,0.0099247,0.0067933,0.041867,0.042051,0.11232,3.6644e-11,3.6529e-11
5.6295e+05,2.6278e+08,0,9.8077e-06,5.9848e-06,6.015e-06,0.00022123,0.0099604,0.010423,0.0068429,0.044191,0.044445,0.11161,3.6845e-11,3.662e-11
5.6496e+05,2.6328e+08,0,8.3749e-06,5.7055e-06,5.7023e-06,0.00022071,0.0093839,0.009591,0.0067661,0.041884,0.042092,0.11022,3.692e-11,3.6543e-11
5.6698e+05,2.6378e+08,0,9.1754e-06,6.2415e-06,5.887e-06,0.00021963,0.0099301,0.0099449,0.006895,0.044322,0.044528,0.11289,3.71e-11,3.669e-11
5.6904e+05,2.6428e+08,0,9.7963e-06,1.0732e-05,6.4322e-06,0.00021197,0.0093935,0.010302,0.0068059,0.042034,0.042162,0.11157,3.6914e-11,3.6642e-11
5.7071e+05,2.6478e+08,0,1.0452e-05,8.4978e-06,6.5005e-06,0.00020338,0.010194,0.012793,0.0068671,0.044264,0.044303,0.11084,3.6812e-11,3.675e-11
5.7272e+05,2.6527e+08,0,1.077e-05,6.9569e-06,6.8272e-06,0.00018068,0.0097781,0.012287,0.0068561,0.041493,0.041526,0.11204,3.6531e-11,3.6629e-11
5.7477e+05,2.6577e+08,0,7.8974e-06,7.6392e-06,6.335e-06,0.00016788,0.010786,0.013605,0.0069551,0.043797,0.043935,0.11135,3.6813e-11,3.6851e-11
5.7678e+05,2.6627e+08,0,6.9976e-06,6.2293e-06,5.7951e-06,0.00014908,0.010122,0.012082,0.0068593,0.041488,0.041628,0.11003,3.6933e-11,3.6669e-11
5.7881e+05,2.6677e+08,0,6.8468e-06,5.9343e-06,5.6282e-06,0.00014083,0.010465,0.011958,0.0070101,0.044145,0.04446,0.11301,3.7463e-11,3.6911e-11
5.8082e+05,2.6727e+08,0,6.0895e-06,6.0248e-06,5.4927e-06,0.00013709,0.0091768,0.0096334,0.006779,0.041029,0.041265,0.11056,3.7553e-11,3.6662e-11
5.8284e+05,2.6777e+08,0,5.5183e-06,6.095e-06,6.7022e-06,0.00013725,0.0099215,0.0099617,0.0068386,0.043396,0.043691,0.11015,3.7948e-11,3.6946e-11
5.8481e+05,2.6826e+08,0,4.5258e-06,6.4951e-06,5.5841e-06,0.00013836,0.009506,0.009186,0.0068082,0.040856,0.041081,0.11153,3.7949e-11,3.7008e-11
5.8679e+05,2.6875e+08,0,5.3643e-06,6.7497e-06,5.7529e-06,0.00013779,0.0098881,0.0099687,0.0068275,0.043063,0.043251,0.11085,3.799e-11,3.7167e-11
5.888e+05,2.6924e+08,0,6.7515e-06,6.663e-06,5.7171e-06,0.00013676,0.010542,0.010992,0.0069456,0.045451,0.04556,0.11322,3.8013e-11,3.7342e-11
5.9078e+05,2.6974e+08,0,6.2127e-06,6.3816e-06,5.714e-06,0.00013452,0.0099777,0.010315,0.0067896,0.042414,0.042481,0.11111,3.744e-11,3.7083e-11
5.9279e+05,2.7023e+08,0,4.8287e-06,7.3467e-06,5.8042e-06,0.00013254,0.010752,0.011479,0.0068509,0.044974,0.045027,0.11059,3.7412e-11,3.7264e-11
5.9478e+05,2.7072e+08,0,4.3553e-06,6.3212e-06,5.8378e-06,0.00012776,0.01006,0.010831,0.0068098,0.042135,0.042185,0.1117,3.6999e-11,3.7108e-11
5.9679e+05,2.7122e+08,0,5.7089e-06,6.0544e-06,5.7829e-06,0.00012301,0.011454,0.01143,0.0069243,0.04502,0.0451,0.11152,3.7146e-11,3.7384e-11
5.9877e+05,2.7172e+08,0,8.1718e-06,5.6761e-06,5.5438e-06,0.00011483,0.010386,0.010125,0.0068475,0.042069,0.042127,0.11259,3.6788e-11,3.7191e-11
6.0079e+05,2.7222e+08,0,7.1678e-06,5.7659e-06,5.7122e-06,0.00011394,0.01092,0.010623,0.0069423,0.044956,0.044984,0.11249,3.7073e-11,3.7557e-11
6.0283e+05,2.7272e+08,0,3.8673e-06,5.6232e-06,5.5903e-06,0.00011576,0.009863,0.0096514,0.0067998,0.042113,0.042128,0.11063,3.6885e-11,3.7464e-11
6.0488e+05,2.7321e+08,0,3.2854e-06,5.7303e-06,7.7875e-06,0.00011483,0.010148,0.010201,0.0069006,0.04433,0.044332,0.11276,3.7055e-11,3.7677e-11
